ID,Name,unknown_0,patternId,attachId,smallBaseMapId,mapIndex,variationId,unknown_0x12,modifier
5381,,0,114,309,4674,1,1,0,0
12542,,0,271,309,4674,0,2,0,0
10834,,0,233,315,4674,0,3,0,0
7078,,0,150,316,4674,0,4,0,0
10734,,0,231,316,4674,0,1,0,0
5283,,0,112,317,4674,0,2,0,0
8988,,0,193,317,4674,0,3,0,0
14299,,0,310,317,4674,0,4,0,0
14504,,0,314,317,4674,0,1,0,0
5190,,0,110,318,4674,0,2,0,0
5236,,0,111,318,4674,1,3,0,0
10790,,0,232,318,4674,0,4,0,0
3558,,0,73,319,4674,0,1,0,0
8854,,0,190,319,4674,0,2,0,0
12642,,0,273,319,4674,0,3,0,0
3457,,0,71,322,4674,0,4,0,0
3603,,0,74,322,4674,0,1,0,0
7129,,0,151,322,4674,0,2,0,0
7268,,0,154,322,4674,1,3,0,0
10883,,0,234,322,4674,0,4,0,0
118,,0,1,750,4674,0,1,0,0
2319,,0,45,750,4674,0,2,0,0
2562,,0,50,750,4674,0,3,0,0
5969,,0,127,750,4674,0,4,0,0
7001,,0,148,750,4674,0,1,0,0
8744,,0,187,750,4674,0,2,0,0
10372,,0,222,750,4674,0,3,0,0
11938,,0,256,750,4674,0,4,0,0
449,,0,6,753,4674,0,1,0,0
1406,,0,25,753,4674,0,2,0,0
1438,,0,26,753,4674,0,3,0,0
1966,,0,37,753,4674,0,4,0,0
2469,,0,48,753,4674,0,1,0,0
3235,,0,65,753,4674,0,2,0,0
5387,,0,114,753,4674,0,3,0,0
9482,,0,204,753,4674,0,4,0,0
9867,,0,211,753,4674,0,1,0,0
10007,,0,214,753,4674,0,2,0,0
14620,,0,317,753,4674,0,3,0,0
2218,,0,43,754,4674,0,4,0,0
3717,,0,77,754,4674,0,1,0,0
4079,,0,85,754,4674,0,2,0,0
4229,,0,88,754,4674,0,3,0,0
4775,,0,99,754,4674,0,4,0,0
6639,,0,139,754,4674,0,1,0,0
9961,,0,213,754,4674,0,2,0,0
11385,,0,245,754,4674,0,3,0,0
12591,,0,272,754,4674,0,4,0,0
1304,,0,22,755,4674,0,1,0,0
6017,,0,128,755,4674,0,2,0,0
6063,,0,129,755,4674,0,3,0,0
8410,,0,178,755,4674,0,4,0,0
9276,,0,200,755,4674,0,1,0,0
12085,,0,259,755,4674,0,2,0,0
13465,,0,291,755,4674,0,3,0,0
210,,0,3,756,4674,0,4,0,0
825,,0,12,756,4674,0,1,0,0
919,,0,14,756,4674,0,2,0,0
1503,,0,28,756,4674,0,3,0,0
1648,,0,31,756,4674,0,4,0,0
1818,,0,34,756,4674,0,1,0,0
2072,,0,40,756,4674,0,2,0,0
2756,,0,54,756,4674,0,3,0,0
3340,,0,68,756,4674,0,4,0,0
4857,,0,101,756,4674,0,1,0,0
6153,,0,131,756,4674,0,2,0,0
6248,,0,133,756,4674,0,3,0,0
7219,,0,153,756,4674,0,4,0,0
7265,,0,154,756,4674,0,1,0,0
8108,,0,172,756,4674,0,2,0,0
8498,,0,180,756,4674,0,3,0,0
8532,,0,181,756,4674,0,4,0,0
9430,,0,203,756,4674,0,1,0,0
9676,,0,207,756,4674,0,2,0,0
9817,,0,210,756,4674,0,3,0,0
10162,,0,217,756,4674,0,4,0,0
10478,,0,225,756,4674,0,1,0,0
10650,,0,229,756,4674,0,2,0,0
10685,,0,230,756,4674,0,3,0,0
11336,,0,244,756,4674,0,4,0,0
11580,,0,249,756,4674,0,1,0,0
11635,,0,250,756,4674,0,2,0,0
11729,,0,252,756,4674,0,3,0,0
11878,,0,255,756,4674,0,4,0,0
11980,,0,257,756,4674,0,1,0,0
12035,,0,258,756,4674,0,2,0,0
12246,,0,263,756,4674,0,3,0,0
13968,,0,301,756,4674,0,4,0,0
14443,,0,313,756,4674,0,1,0,0
4135,,0,86,758,4674,0,2,0,0
5580,,0,119,758,4674,0,3,0,0
8216,,0,174,758,4674,0,4,0,0
1017,,0,16,759,4674,0,1,0,0
1703,,0,32,759,4674,0,2,0,0
1748,,0,33,759,4674,0,3,0,0
4472,,0,93,759,4674,0,4,0,0
5240,,0,111,759,4674,0,1,0,0
8315,,0,176,759,4674,0,2,0,0
9121,,0,196,759,4674,0,3,0,0
496,,0,7,760,4674,0,4,0,0
1374,,0,24,760,4674,0,1,0,0
2271,,0,44,760,4674,0,2,0,0
3794,,0,79,760,4674,0,3,0,0
4623,,0,96,760,4674,0,4,0,0
5872,,0,125,760,4674,0,1,0,0
6497,,0,137,760,4674,0,2,0,0
7534,,0,160,760,4674,0,3,0,0
9626,,0,206,760,4674,0,4,0,0
10304,,0,220,760,4674,0,1,0,0
12691,,0,274,760,4674,0,2,0,0
13828,,0,298,760,4674,0,3,0,0
972,,0,15,761,4674,0,4,0,0
22,,0,0,761,4674,0,1,0,0
3415,,0,70,761,4674,0,2,0,0
3751,,0,78,761,4674,0,3,0,0
6439,,0,136,761,4674,0,4,0,0
12499,,0,270,761,4674,0,1,0,0
13256,,0,287,761,4674,0,2,0,0
13369,,0,289,761,4674,0,3,0,0
356,,0,5,762,4674,0,4,0,0
1999,,0,38,762,4674,0,1,0,0
3124,,0,62,762,4674,0,2,0,0
3201,,0,64,762,4674,0,3,0,0
4333,,0,90,762,4674,0,4,0,0
10987,,0,236,762,4674,0,1,0,0
11144,,0,240,762,4674,0,2,0,0
12809,,0,277,762,4674,0,3,0,0
688,,0,10,763,4674,0,4,0,0
2658,,0,52,763,4674,0,1,0,0
2805,,0,55,763,4674,0,2,0,0
10258,,0,219,763,4674,0,3,0,0
11247,,0,242,763,4674,0,4,0,0
12318,,0,265,763,4674,0,1,0,0
12877,,0,279,763,4674,0,2,0,0
13623,,0,294,763,4674,0,3,0,0
13884,,0,299,763,4674,0,4,0,0
100415,,0,1008,1103,4674,0,1,0,0
100847,,0,1017,1103,4674,0,2,0,0
101278,,0,1026,1103,4674,0,3,0,0
103142,,0,1067,1103,4674,0,4,0,0
105933,,0,1127,1103,4674,0,1,0,0
108366,,0,1181,1103,4674,0,2,0,0
102188,,0,1046,1155,4674,0,3,0,0
103054,,0,1065,1155,4674,0,4,0,0
103180,,0,1068,1155,4674,0,1,0,0
106009,,0,1129,1155,4674,0,2,0,0
108107,,0,1175,1155,4674,0,3,0,0
105677,,0,1121,1156,4674,0,4,0,0
105720,,0,1122,1156,4674,0,1,0,0
106139,,0,1132,1156,4674,0,2,0,0
108148,,0,1176,1156,4674,0,3,0,0
101732,,0,1036,1159,4674,0,4,0,0
103220,,0,1069,1159,4674,0,1,0,0
105840,,0,1125,1159,4674,0,2,0,0
108274,,0,1179,1159,4674,0,3,0,0
101314,,0,1027,1160,4674,0,4,0,0
105758,,0,1123,1160,4674,0,1,0,0
101818,,0,1038,1161,4674,0,2,0,0
102312,,0,1049,1161,4674,0,3,0,0
102598,,0,1055,1161,4674,0,4,0,0
105886,,0,1126,1161,4674,0,1,0,0
106095,,0,1131,1161,4674,0,2,0,0
108564,,0,1186,1161,4674,0,3,0,0
108700,,0,1189,1161,4674,0,4,0,0
102682,,0,1057,1162,4674,0,1,0,0
106181,,0,1133,1162,4674,0,2,0,0
108189,,0,1177,1162,4674,0,3,0,0
108228,,0,1178,1162,4674,0,4,0,0
103595,,0,1077,1163,4674,0,1,0,0
102766,,0,1059,1164,4674,0,2,0,0
100924,,0,1019,1165,4674,0,3,0,0
101860,,0,1039,1165,4674,0,4,0,0
108780,,0,1191,1165,4674,0,1,0,0
108009,,0,1173,2309,4674,0,2,0,0
107951,,0,1172,2317,4674,0,3,0,0
108052,,0,1174,2317,4674,0,4,0,0
107849,,0,1170,2320,4674,0,1,0,0
101642,,0,1034,2750,4674,0,2,0,0
102005,,0,1042,2750,4674,0,3,0,0
103723,,0,1080,2750,4674,0,4,0,0
104908,,0,1103,2750,4674,0,1,0,0
105225,,0,1111,2750,4674,0,2,0,0
101071,,0,1022,2753,4674,0,3,0,0
101445,,0,1030,2753,4674,0,4,0,0
106522,,0,1141,2753,4674,0,1,0,0
106971,,0,1150,2753,4674,0,2,0,0
109018,,0,1197,2753,4674,0,3,0,0
109086,,0,1199,2753,4674,0,4,0,0
104191,,0,1089,2754,4674,0,1,0,0
104717,,0,1099,2754,4674,0,2,0,0
105329,,0,1113,2754,4674,0,3,0,0
106343,,0,1137,2754,4674,0,4,0,0
106756,,0,1146,2754,4674,0,1,0,0
100490,,0,1010,2755,4674,0,2,0,0
104977,,0,1105,2755,4674,0,3,0,0
107285,,0,1156,2755,4674,0,4,0,0
107699,,0,1166,2755,4674,0,1,0,0
100128,,0,1002,2756,4674,0,2,0,0
100543,,0,1011,2756,4674,0,3,0,0
101487,,0,1031,2756,4674,0,4,0,0
103418,,0,1073,2756,4674,0,1,0,0
103826,,0,1082,2756,4674,0,2,0,0
103977,,0,1085,2756,4674,0,3,0,0
105094,,0,1108,2756,4674,0,4,0,0
106611,,0,1143,2756,4674,0,1,0,0
106809,,0,1147,2756,4674,0,2,0,0
107223,,0,1155,2756,4674,0,3,0,0
107329,,0,1157,2756,4674,0,4,0,0
107663,,0,1165,2756,4674,0,1,0,0
107813,,0,1169,2756,4674,0,2,0,0
