ID,Name,unknown_0,patternId,attachId,smallBaseMapId,mapIndex,variationId,unknown_0x12,modifier
547,,0,8,750,4677,0,1,0,0
3237,,0,65,750,4677,0,2,0,0
3467,,0,71,750,4677,0,3,0,0
3840,,0,80,750,4677,0,4,0,0
3937,,0,82,750,4677,0,1,0,0
4292,,0,89,750,4677,0,2,0,0
4777,,0,99,750,4677,0,3,0,0
5052,,0,106,750,4677,0,4,0,0
6971,,0,147,750,4677,0,1,0,0
8067,,0,171,750,4677,0,2,0,0
8863,,0,190,750,4677,0,3,0,0
12134,,0,260,750,4677,0,4,0,0
13265,,0,287,750,4677,0,1,0,0
13373,,0,289,750,4677,0,2,0,0
13573,,0,293,750,4677,0,3,0,0
13889,,0,299,750,4677,0,4,0,0
643,,0,9,753,4677,0,1,0,0
1118,,0,18,753,4677,0,2,0,0
4433,,0,92,753,4677,0,3,0,0
4628,,0,96,753,4677,0,4,0,0
5242,,0,111,753,4677,0,1,0,0
5291,,0,112,753,4677,0,2,0,0
5550,,0,118,753,4677,0,3,0,0
5784,,0,123,753,4677,0,4,0,0
5876,,0,125,753,4677,0,1,0,0
7920,,0,168,753,4677,0,2,0,0
10483,,0,225,753,4677,0,3,0,0
10893,,0,234,753,4677,0,4,0,0
11591,,0,249,753,4677,0,1,0,0
13115,,0,284,753,4677,0,2,0,0
4528,,0,94,754,4677,0,3,0,0
4732,,0,98,754,4677,0,4,0,0
5016,,0,105,754,4677,0,1,0,0
5507,,0,117,754,4677,0,2,0,0
5928,,0,126,754,4677,0,3,0,0
8022,,0,170,754,4677,0,4,0,0
8161,,0,173,754,4677,0,1,0,0
8417,,0,178,754,4677,0,2,0,0
8463,,0,179,754,4677,0,3,0,0
9203,,0,198,754,4677,0,4,0,0
10016,,0,214,754,4677,0,1,0,0
10743,,0,231,754,4677,0,2,0,0
11792,,0,253,754,4677,0,3,0,0
505,,0,7,755,4677,0,4,0,0
693,,0,10,755,4677,0,1,0,0
2376,,0,46,755,4677,0,2,0,0
2521,,0,49,755,4677,0,3,0,0
3127,,0,62,755,4677,0,4,0,0
3993,,0,83,755,4677,0,1,0,0
4036,,0,84,755,4677,0,2,0,0
4341,,0,90,755,4677,0,3,0,0
4683,,0,97,755,4677,0,4,0,0
5195,,0,110,755,4677,0,1,0,0
6503,,0,137,755,4677,0,2,0,0
7234,,0,153,755,4677,0,3,0,0
9044,,0,194,755,4677,0,4,0,0
9583,,0,205,755,4677,0,1,0,0
9778,,0,209,755,4677,0,2,0,0
10655,,0,229,755,4677,0,3,0,0
11203,,0,241,755,4677,0,4,0,0
13065,,0,283,755,4677,0,1,0,0
2814,,0,55,758,4677,0,2,0,0
3522,,0,72,758,4677,0,3,0,0
7683,,0,163,758,4677,0,4,0,0
11343,,0,244,758,4677,0,1,0,0
12041,,0,258,758,4677,0,2,0,0
12595,,0,272,758,4677,0,3,0,0
13470,,0,291,758,4677,0,4,0,0
14453,,0,313,758,4677,0,1,0,0
169,,0,2,759,4677,0,2,0,0
929,,0,14,759,4677,0,3,0,0
2129,,0,41,759,4677,0,4,0,0
2326,,0,45,759,4677,0,1,0,0
3758,,0,78,759,4677,0,2,0,0
9968,,0,213,759,4677,0,3,0,0
10069,,0,215,759,4677,0,4,0,0
10216,,0,218,759,4677,0,1,0,0
11646,,0,250,759,4677,0,2,0,0
12735,,0,275,759,4677,0,3,0,0
973,,0,15,760,4677,0,4,0,0
2080,,0,40,760,4677,0,1,0,0
3887,,0,81,760,4677,0,2,0,0
5472,,0,116,760,4677,0,3,0,0
5672,,0,121,760,4677,0,4,0,0
6257,,0,133,760,4677,0,1,0,0
9088,,0,195,760,4677,0,2,0,0
13160,,0,285,760,4677,0,3,0,0
13675,,0,295,760,4677,0,4,0,0
2175,,0,42,761,4677,0,1,0,0
2223,,0,43,761,4677,0,2,0,0
2569,,0,50,761,4677,0,3,0,0
3648,,0,75,761,4677,0,4,0,0
4477,,0,93,761,4677,0,1,0,0
5974,,0,127,761,4677,0,2,0,0
6694,,0,140,761,4677,0,3,0,0
7416,,0,157,761,4677,0,4,0,0
7778,,0,165,761,4677,0,1,0,0
10122,,0,216,761,4677,0,2,0,0
10170,,0,217,761,4677,0,3,0,0
10409,,0,223,761,4677,0,4,0,0
10801,,0,232,761,4677,0,1,0,0
11254,,0,242,761,4677,0,2,0,0
11886,,0,255,761,4677,0,3,0,0
12880,,0,279,761,4677,0,4,0,0
12970,,0,281,761,4677,0,1,0,0
13214,,0,286,761,4677,0,2,0,0
13625,,0,294,761,4677,0,3,0,0
14050,,0,303,761,4677,0,4,0,0
1072,,0,17,762,4677,0,1,0,0
2616,,0,51,762,4677,0,2,0,0
2707,,0,53,762,4677,0,3,0,0
3018,,0,59,762,4677,0,4,0,0
4236,,0,88,762,4677,0,1,0,0
4383,,0,91,762,4677,0,2,0,0
7350,,0,156,762,4677,0,3,0,0
9237,,0,199,762,4677,0,4,0,0
9439,,0,203,762,4677,0,1,0,0
11444,,0,246,762,4677,0,2,0,0
12396,,0,267,762,4677,0,3,0,0
12849,,0,278,762,4677,0,4,0,0
12925,,0,280,762,4677,0,1,0,0
13424,,0,290,762,4677,0,2,0,0
14546,,0,315,762,4677,0,3,0,0
2474,,0,48,763,4677,0,4,0,0
3059,,0,60,763,4677,0,1,0,0
3162,,0,63,763,4677,0,2,0,0
3271,,0,66,763,4677,0,3,0,0
3797,,0,79,763,4677,0,4,0,0
4087,,0,85,763,4677,0,1,0,0
4581,,0,95,763,4677,0,2,0,0
6446,,0,136,763,4677,0,3,0,0
7581,,0,161,763,4677,0,4,0,0
8369,,0,177,763,4677,0,1,0,0
8648,,0,184,763,4677,0,2,0,0
9331,,0,201,763,4677,0,3,0,0
11099,,0,239,763,4677,0,4,0,0
11148,,0,240,763,4677,0,1,0,0
13973,,0,301,763,4677,0,2,0,0
14150,,0,306,763,4677,0,3,0,0
14661,,0,318,763,4677,0,4,0,0
100915,,0,1019,1155,4677,0,1,0,0
106086,,0,1131,1155,4677,0,2,0,0
108400,,0,1182,1155,4677,0,3,0,0
103219,,0,1069,1156,4677,0,4,0,0
108561,,0,1186,1156,4677,0,1,0,0
100833,,0,1017,1157,4677,0,2,0,0
105420,,0,1115,1157,4677,0,3,0,0
105881,,0,1126,1157,4677,0,4,0,0
106049,,0,1130,1157,4677,0,1,0,0
106133,,0,1132,1157,4677,0,2,0,0
100403,,0,1008,1158,4677,0,3,0,0
102637,,0,1056,1158,4677,0,4,0,0
105793,,0,1124,1158,4677,0,1,0,0
