ID,Name,unknown_0,patternId,attachId,smallBaseMapId,mapIndex,variationId,unknown_0x12,modifier
3555,,0,73,309,4668,0,1,0,0
8945,,0,192,309,4668,0,2,0,0
1608,,0,30,315,4668,0,3,0,0
3511,,0,72,315,4668,0,1,0,0
7132,,0,151,315,4668,0,2,0,0
8993,,0,193,315,4668,0,3,0,0
12640,,0,273,315,4668,0,1,0,0
1697,,0,32,316,4668,0,2,0,0
7267,,0,154,317,4668,0,3,0,0
10884,,0,234,317,4668,0,1,0,0
1654,,0,31,318,4668,0,2,0,0
1745,,0,33,318,4668,0,3,0,0
5285,,0,112,318,4668,0,1,0,0
9034,,0,194,318,4668,0,2,0,0
10691,,0,230,318,4668,0,3,0,0
3602,,0,74,319,4668,0,1,0,0
5187,,0,110,319,4668,0,2,0,0
12585,,0,272,319,4668,0,3,0,0
14392,,0,312,319,4668,0,1,0,0
3411,,0,70,322,4668,0,2,0,0
7075,,0,150,322,4668,0,3,0,0
7177,,0,152,322,4668,1,1,0,0
14345,,0,311,322,4668,0,2,0,0
2420,,0,47,750,4668,0,3,0,0
2660,,0,52,750,4668,0,1,0,0
2706,,0,53,750,4668,0,2,0,0
2761,,0,54,750,4668,0,3,0,0
2806,,0,55,750,4668,0,1,0,0
3125,,0,62,750,4668,0,2,0,0
5088,,0,107,750,4668,0,3,0,0
6826,,0,143,750,4668,0,1,0,0
6867,,0,144,750,4668,0,2,0,0
7041,,0,149,750,4668,0,3,0,0
7181,,0,152,750,4668,0,1,0,0
7822,,0,166,750,4668,0,2,0,0
7869,,0,167,750,4668,0,3,0,0
8500,,0,180,750,4668,0,1,0,0
10741,,0,231,750,4668,0,2,0,0
11143,,0,240,750,4668,0,3,0,0
12248,,0,263,750,4668,0,1,0,0
783,,0,11,753,4668,0,2,0,0
6252,,0,133,753,4668,0,3,0,0
7532,,0,160,753,4668,0,1,0,0
9122,,0,196,753,4668,0,2,0,0
10065,,0,215,753,4668,0,3,0,0
10166,,0,217,753,4668,0,1,0,0
10212,,0,218,753,4668,0,2,0,0
11836,,0,254,753,4668,0,3,0,0
12460,,0,269,753,4668,0,1,0,0
13418,,0,290,753,4668,0,2,0,0
14693,,0,319,753,4668,0,3,0,0
829,,0,12,754,4668,0,1,0,0
357,,0,5,754,4668,0,2,0,0
498,,0,7,754,4668,0,3,0,0
4428,,0,92,754,4668,0,1,0,0
5049,,0,106,754,4668,0,2,0,0
5778,,0,123,754,4668,0,3,0,0
8904,,0,191,754,4668,0,1,0,0
10652,,0,229,754,4668,0,2,0,0
14258,,0,309,754,4668,0,3,0,0
167,,0,2,755,4668,0,1,0,0
875,,0,13,755,4668,0,2,0,0
2217,,0,43,755,4668,0,3,0,0
5386,,0,114,755,4668,0,1,0,0
6111,,0,130,755,4668,0,2,0,0
6203,,0,132,755,4668,0,3,0,0
6638,,0,139,755,4668,0,1,0,0
7632,,0,162,755,4668,0,2,0,0
8215,,0,174,755,4668,0,3,0,0
8458,,0,179,755,4668,0,1,0,0
8535,,0,181,755,4668,0,2,0,0
8677,,0,185,755,4668,0,3,0,0
11734,,0,252,755,4668,0,1,0,0
12426,,0,268,755,4668,0,2,0,0
13566,,0,293,755,4668,0,3,0,0
14190,,0,307,755,4668,0,1,0,0
257,,0,4,756,4668,0,2,0,0
1015,,0,16,756,4668,0,3,0,0
1155,,0,19,756,4668,0,1,0,0
1301,,0,22,756,4668,0,2,0,0
1370,,0,24,756,4668,0,3,0,0
2560,,0,50,756,4668,0,1,0,0
6296,,0,134,756,4668,0,2,0,0
6437,,0,136,756,4668,0,3,0,0
6965,,0,147,756,4668,0,1,0,0
7771,,0,165,756,4668,0,2,0,0
7912,,0,168,756,4668,0,3,0,0
8257,,0,175,756,4668,0,1,0,0
8312,,0,176,756,4668,0,2,0,0
8815,,0,189,756,4668,0,3,0,0
9864,,0,211,756,4668,0,1,0,0
10404,,0,223,756,4668,0,2,0,0
10437,,0,224,756,4668,0,3,0,0
10519,,0,226,756,4668,0,1,0,0
10552,,0,227,756,4668,0,2,0,0
11383,,0,245,756,4668,0,3,0,0
11682,,0,251,756,4668,0,1,0,0
12281,,0,264,756,4668,0,2,0,0
12390,,0,267,756,4668,0,3,0,0
13461,,0,291,756,4668,0,1,0,0
13508,,0,292,756,4668,0,2,0,0
13880,,0,299,756,4668,0,3,0,0
921,,0,14,758,4668,0,1,0,0
4183,,0,87,758,4668,0,2,0,0
4332,,0,90,758,4668,0,3,0,0
