ID,Name,unknown_0,patternId,attachId,smallBaseMapId,mapIndex,variationId,unknown_0x12,modifier
1701,,0,32,309,4663,0,1,0,0
3514,,0,72,309,4663,1,2,0,0
5192,,0,110,309,4663,0,3,0,0
12689,,0,274,309,4663,1,4,0,0
7221,,0,153,315,4663,0,1,0,0
8900,,0,191,315,4663,0,2,0,0
10881,,0,234,315,4663,0,3,0,0
12538,,0,271,315,4663,0,4,0,0
12588,,0,272,315,4663,0,1,0,0
14448,,0,313,315,4663,0,2,0,0
9038,,0,194,316,4663,0,3,0,0
1605,,0,30,317,4663,0,4,0,0
7076,,0,150,317,4663,0,1,0,0
3412,,0,70,318,4663,0,2,0,0
5330,,0,113,318,4663,0,3,0,0
5383,,0,114,318,4663,0,4,0,0
10837,,0,233,318,4663,0,1,0,0
1744,,0,33,319,4663,0,2,0,0
7133,,0,151,319,4663,0,3,0,0
7178,,0,152,319,4663,0,4,0,0
10692,,0,230,319,4663,0,1,0,0
5237,,0,111,320,4663,0,2,0,0
14302,,0,310,320,4663,0,3,0,0
14503,,0,314,320,4663,0,4,0,0
1821,,0,34,322,4663,0,1,0,0
14395,,0,312,322,4663,1,2,0,0
215,,0,3,750,4663,0,3,0,0
2074,,0,40,750,4663,0,4,0,0
3159,,0,63,750,4663,0,1,0,0
4425,,0,92,750,4663,0,2,0,0
4521,,0,94,750,4663,0,3,0,0
5014,,0,105,750,4663,0,4,0,0
5923,,0,126,750,4663,0,1,0,0
8710,,0,186,750,4663,0,2,0,0
10165,,0,217,750,4663,0,3,0,0
10305,,0,220,750,4663,0,4,0,0
10480,,0,225,750,4663,0,1,0,0
11388,,0,245,750,4663,0,2,0,0
13927,,0,300,750,4663,0,3,0,0
14224,,0,308,750,4663,0,4,0,0
1472,,0,27,753,4663,0,1,0,0
1571,,0,29,753,4663,0,2,0,0
2516,,0,49,753,4663,0,3,0,0
3270,,0,66,753,4663,0,4,0,0
3647,,0,75,753,4663,0,1,0,0
4725,,0,98,753,4663,0,2,0,0
6999,,0,148,753,4663,0,3,0,0
7679,,0,163,753,4663,0,4,0,0
10523,,0,226,753,4663,0,1,0,0
11488,,0,247,753,4663,0,2,0,0
12319,,0,265,753,4663,0,3,0,0
13015,,0,282,753,4663,0,4,0,0
13726,,0,296,753,4663,0,1,0,0
14352,,0,311,753,4663,0,2,0,0
4287,,0,89,754,4663,0,3,0,0
5154,,0,109,754,4663,0,4,0,0
5670,,0,121,754,4663,0,1,0,0
6062,,0,129,754,4663,0,2,0,0
7274,,0,154,754,4663,0,3,0,0
7312,,0,155,754,4663,0,4,0,0
8817,,0,189,754,4663,0,1,0,0
9433,,0,203,754,4663,0,2,0,0
11092,,0,239,754,4663,0,3,0,0
11293,,0,243,754,4663,0,4,0,0
12771,,0,276,754,4663,0,1,0,0
3376,,0,69,755,4663,0,2,0,0
5047,,0,106,755,4663,0,3,0,0
7727,,0,164,755,4663,0,4,0,0
8113,,0,172,755,4663,0,1,0,0
10118,,0,216,755,4663,0,2,0,0
11639,,0,250,755,4663,0,3,0,0
12283,,0,264,755,4663,0,4,0,0
1335,,0,23,756,4663,0,1,0,0
967,,0,15,756,4663,0,2,0,0
2213,,0,43,756,4663,0,3,0,0
3299,,0,67,756,4663,0,4,0,0
3508,,0,72,756,4663,0,1,0,0
4077,,0,85,756,4663,0,2,0,0
4133,,0,86,756,4663,0,3,0,0
5721,,0,122,756,4663,0,4,0,0
5870,,0,125,756,4663,0,1,0,0
6688,,0,140,756,4663,0,2,0,0
6789,,0,142,756,4663,0,3,0,0
6823,,0,143,756,4663,0,4,0,0
6865,,0,144,756,4663,0,1,0,0
7529,,0,160,756,4663,0,2,0,0
7967,,0,169,756,4663,0,3,0,0
8014,,0,170,756,4663,0,4,0,0
8406,,0,178,756,4663,0,1,0,0
8940,,0,192,756,4663,0,2,0,0
8986,,0,193,756,4663,0,3,0,0
9272,,0,200,756,4663,0,4,0,0
9375,,0,202,756,4663,0,1,0,0
11243,,0,242,756,4663,0,2,0,0
11438,,0,246,756,4663,0,3,0,0
11532,,0,248,756,4663,0,4,0,0
12683,,0,274,756,4663,0,1,0,0
12963,,0,281,756,4663,0,2,0,0
13310,,0,288,756,4663,0,3,0,0
13666,,0,295,756,4663,0,4,0,0
14389,,0,312,756,4663,0,1,0,0
3608,,0,74,758,4663,0,2,0,0
8856,,0,190,758,4663,0,3,0,0
10740,,0,231,758,4663,0,4,0,0
10795,,0,232,758,4663,0,1,0,0
11833,,0,254,758,4663,0,2,0,0
12498,,0,270,758,4663,0,3,0,0
13827,,0,298,758,4663,0,4,0,0
4772,,0,99,759,4663,0,1,0,0
13512,,0,292,759,4663,0,2,0,0
784,,0,11,760,4663,0,3,0,0
874,,0,13,760,4663,0,4,0,0
2122,,0,41,760,4663,0,1,0,0
2169,,0,42,760,4663,0,2,0,0
2565,,0,50,760,4663,0,3,0,0
2657,,0,52,760,4663,0,4,0,0
3092,,0,61,760,4663,0,1,0,0
10373,,0,222,760,4663,0,2,0,0
11732,,0,252,760,4663,0,3,0,0
13060,,0,283,760,4663,0,4,0,0
13108,,0,284,760,4663,0,1,0,0
14542,,0,315,760,4663,0,2,0,0
120,,0,1,761,4663,0,3,0,0
1929,,0,36,761,4663,0,4,0,0
3461,,0,71,761,4663,0,1,0,0
5503,,0,117,761,4663,0,2,0,0
5581,,0,119,761,4663,0,3,0,0
8262,,0,175,761,4663,0,4,0,0
9773,,0,209,761,4663,0,1,0,0
10213,,0,218,761,4663,0,2,0,0
12208,,0,262,761,4663,0,3,0,0
12728,,0,275,761,4663,0,4,0,0
2320,,0,45,762,4663,0,1,0,0
3058,,0,60,762,4663,0,2,0,0
4827,,0,100,762,4663,0,3,0,0
