ID,Name,unknown_0,patternId,attachId,smallBaseMapId,mapIndex,variationId,unknown_0x12,modifier
880,,0,13,750,4662,0,1,0,0
1308,,0,22,750,4662,0,7,0,0
4188,,0,87,750,4662,0,8,0,0
5245,,0,111,750,4662,0,2,0,0
7780,,0,165,750,4662,0,7,0,0
9282,,0,200,750,4662,0,8,0,0
10524,,0,226,750,4662,0,3,0,0
10622,,0,228,750,4662,0,7,0,0
11542,,0,248,750,4662,0,8,0,0
11688,,0,251,750,4662,0,4,0,0
11842,,0,254,750,4662,0,7,0,0
13110,,0,284,750,4662,0,8,0,0
13320,,0,288,750,4662,0,5,0,0
14085,,0,304,750,4662,0,7,0,0
14402,,0,312,750,4662,0,8,0,0
14508,,0,314,750,4662,0,6,0,0
1751,,0,33,753,4662,0,7,0,0
3016,,0,59,753,4662,0,8,0,0
4288,,0,89,753,4662,0,1,0,0
5051,,0,106,753,4662,0,7,0,0
7233,,0,153,753,4662,0,8,0,0
8071,,0,171,753,4662,0,2,0,0
8681,,0,185,753,4662,0,7,0,0
8820,,0,189,753,4662,0,8,0,0
13377,,0,289,753,4662,0,3,0,0
26,,0,0,754,4662,0,7,0,0
788,,0,11,754,4662,0,8,0,0
1443,,0,26,754,4662,0,4,0,0
1660,,0,31,754,4662,0,7,0,0
5471,,0,116,754,4662,0,8,0,0
6255,,0,133,754,4662,0,5,0,0
6349,,0,135,754,4662,0,7,0,0
6596,,0,138,754,4662,0,8,0,0
6939,,0,146,754,4662,0,6,0,0
7414,,0,157,754,4662,0,7,0,0
7536,,0,160,754,4662,0,8,0,0
7687,,0,163,754,4662,0,1,0,0
8268,,0,175,754,4662,0,7,0,0
8862,,0,190,754,4662,0,8,0,0
8953,,0,192,754,4662,0,2,0,0
10845,,0,233,754,4662,0,7,0,0
976,,0,15,755,4662,0,8,0,0
2709,,0,53,755,4662,0,3,0,0
3163,,0,63,755,4662,0,7,0,0
3347,,0,68,755,4662,0,8,0,0
3419,,0,70,755,4662,0,4,0,0
4233,,0,88,755,4662,0,7,0,0
4580,,0,95,755,4662,0,8,0,0
5292,,0,112,755,4662,0,5,0,0
6159,,0,131,755,4662,0,7,0,0
6829,,0,143,755,4662,0,8,0,0
7045,,0,149,755,4662,0,6,0,0
10485,,0,225,755,4662,0,7,0,0
11147,,0,240,755,4662,0,8,0,0
11590,,0,249,755,4662,0,1,0,0
11940,,0,256,755,4662,0,7,0,0
12648,,0,273,755,4662,0,8,0,0
13216,,0,286,755,4662,0,2,0,0
13627,,0,294,755,4662,0,7,0,0
646,,0,9,758,4662,0,8,0,0
1710,,0,32,758,4662,0,3,0,0
2519,,0,49,758,4662,0,7,0,0
2570,,0,50,758,4662,0,8,0,0
3466,,0,71,758,4662,0,4,0,0
3567,,0,73,758,4662,0,7,0,0
3722,,0,77,758,4662,0,8,0,0
5732,,0,122,758,4662,0,5,0,0
7317,,0,155,758,4662,0,7,0,0
9001,,0,193,758,4662,0,8,0,0
9089,,0,195,758,4662,0,6,0,0
9383,,0,202,758,4662,0,7,0,0
9440,,0,203,758,4662,0,8,0,0
10126,,0,216,758,4662,0,1,0,0
10696,,0,230,758,4662,0,7,0,0
11252,,0,242,758,4662,0,8,0,0
11739,,0,252,758,4662,0,2,0,0
11986,,0,257,758,4662,0,7,0,0
12846,,0,278,758,4662,0,8,0,0
13018,,0,282,758,4662,0,3,0,0
13162,,0,285,758,4662,0,7,0,0
13514,,0,292,758,4662,0,8,0,0
13890,,0,299,758,4662,0,4,0,0
1612,,0,30,759,4662,0,7,0,0
2813,,0,55,759,4662,0,8,0,0
2861,,0,56,759,4662,0,5,0,0
5391,,0,114,759,4662,0,7,0,0
5429,,0,115,759,4662,0,8,0,0
6116,,0,130,759,4662,0,6,0,0
7085,,0,150,759,4662,0,7,0,0
9581,,0,205,759,4662,0,8,0,0
9826,,0,210,759,4662,0,1,0,0
11495,,0,247,759,4662,0,7,0,0
12597,,0,272,759,4662,0,8,0,0
363,,0,5,760,4662,0,2,0,0
1932,,0,36,760,4662,0,7,0,0
2957,,0,58,760,4662,0,8,0,0
4731,,0,98,760,4662,0,3,0,0
4828,,0,100,760,4662,0,7,0,0
5586,,0,119,760,4662,0,8,0,0
6211,,0,132,760,4662,0,4,0,0
6445,,0,136,760,4662,0,7,0,0
6870,,0,144,760,4662,0,8,0,0
7278,,0,154,760,4662,0,5,0,0
7921,,0,168,760,4662,0,7,0,0
8219,,0,174,760,4662,0,8,0,0
8460,,0,179,760,4662,0,6,0,0
9965,,0,213,760,4662,0,7,0,0
12776,,0,276,760,4662,0,8,0,0
14582,,0,316,760,4662,0,1,0,0
1161,,0,19,761,4662,0,7,0,0
2277,,0,44,761,4662,0,8,0,0
3799,,0,79,761,4662,0,2,0,0
7140,,0,151,761,4662,0,7,0,0
7452,,0,158,761,4662,0,8,0,0
8649,,0,184,761,4662,0,3,0,0
9330,,0,201,761,4662,0,7,0,0
10989,,0,236,761,4662,0,8,0,0
11204,,0,241,761,4662,0,4,0,0
11793,,0,253,761,4662,0,7,0,0
12045,,0,258,761,4662,0,8,0,0
14306,,0,310,761,4662,0,5,0,0
14354,,0,311,761,4662,0,7,0,0
14626,,0,317,761,4662,0,8,0,0
3239,,0,65,762,4662,0,6,0,0
3649,,0,75,762,4662,0,7,0,0
3990,,0,83,762,4662,0,8,0,0
5091,,0,107,762,4662,0,1,0,0
5126,,0,108,762,4662,0,7,0,0
5159,,0,109,762,4662,0,8,0,0
5878,,0,125,762,4662,0,2,0,0
7873,,0,167,762,4662,0,7,0,0
8579,,0,182,762,4662,0,8,0,0
9777,,0,209,762,4662,0,3,0,0
9873,,0,211,762,4662,0,7,0,0
10262,,0,219,762,4662,0,8,0,0
11097,,0,239,762,4662,0,4,0,0
11392,,0,245,762,4662,0,7,0,0
12427,,0,268,762,4662,0,8,0,0
13674,,0,295,762,4662,0,5,0,0
14193,,0,307,762,4662,0,7,0,0
14662,,0,318,762,4662,0,8,0,0
457,,0,6,763,4662,0,6,0,0
1068,,0,17,763,4662,0,7,0,0
1376,,0,24,763,4662,0,8,0,0
2907,,0,57,763,4662,0,1,0,0
4898,,0,102,763,4662,0,7,0,0
5552,,0,118,763,4662,0,8,0,0
6306,,0,134,763,4662,0,2,0,0
7495,,0,159,763,4662,0,7,0,0
7733,,0,164,763,4662,0,8,0,0
7826,,0,166,763,4662,0,3,0,0
9202,,0,198,763,4662,0,7,0,0
10558,,0,227,763,4662,0,8,0,0
11025,,0,237,763,4662,0,4,0,0
13068,,0,283,763,4662,0,7,0,0
13260,,0,287,763,4662,0,8,0,0
14118,,0,305,763,4662,0,5,0,0
100277,,0,1005,1155,4662,0,7,0,0
105544,,0,1118,1155,4662,0,8,0,0
108562,,0,1186,1155,4662,0,6,0,0
105831,,0,1125,1156,4662,0,7,0,0
101227,,0,1025,1157,4662,0,8,0,0
108313,,0,1180,1157,4662,0,1,0,0
108695,,0,1189,1157,4662,0,7,0,0
102183,,0,1046,1158,4662,0,8,0,0
103635,,0,1078,1158,4662,0,2,0,0
101394,,0,1029,1159,4662,0,7,0,0
102720,,0,1058,1159,4662,0,8,0,0
103175,,0,1068,1159,4662,0,3,0,0
103509,,0,1075,1159,4662,0,7,0,0
103676,,0,1079,1160,4662,0,8,0,0
106050,,0,1130,1160,4662,0,4,0,0
108773,,0,1191,1160,4662,0,7,0,0
102266,,0,1048,1161,4662,0,8,0,0
105589,,0,1119,1161,4662,0,5,0,0
100798,,0,1016,1162,4662,0,7,0,0
108474,,0,1184,1162,4662,0,8,0,0
101309,,0,1027,1163,4662,0,6,0,0
106176,,0,1133,1163,4662,0,7,0,0
108812,,0,1192,1163,4662,0,8,0,0
102302,,0,1049,1164,4662,0,1,0,0
102677,,0,1057,1164,4662,0,7,0,0
105675,,0,1121,1164,4662,0,8,0,0
