ID,Name,unknown_0,patternId,attachId,smallBaseMapId,mapIndex,variationId,unknown_0x12,modifier
458,,0,6,750,4659,0,1,0,0
928,,0,14,750,4659,0,2,0,0
5125,,0,108,750,4659,0,3,0,0
6644,,0,139,750,4659,0,1,0,0
6761,,0,141,750,4659,0,2,0,0
6905,,0,145,750,4659,0,3,0,0
6937,,0,146,750,4659,0,1,0,0
7730,,0,164,750,4659,0,2,0,0
9386,,0,202,750,4659,0,3,0,0
12505,,0,270,750,4659,0,1,0,0
835,,0,12,753,4659,0,2,0,0
3417,,0,70,753,4659,0,3,0,0
5196,,0,110,753,4659,0,1,0,0
6069,,0,129,753,4659,0,2,0,0
7276,,0,154,753,4659,0,3,0,0
7493,,0,159,753,4659,0,1,0,0
8166,,0,173,753,4659,0,2,0,0
11990,,0,257,753,4659,0,3,0,0
12972,,0,281,753,4659,0,1,0,0
13066,,0,283,753,4659,0,2,0,0
14261,,0,309,753,4659,0,3,0,0
14307,,0,310,753,4659,0,1,0,0
14507,,0,314,753,4659,0,2,0,0
14545,,0,315,753,4659,0,3,0,0
882,,0,13,754,4659,0,1,0,0
1575,,0,29,754,4659,0,2,0,0
1933,,0,36,754,4659,0,3,0,0
2377,,0,46,754,4659,0,1,0,0
3651,,0,75,754,4659,0,2,0,0
3845,,0,80,754,4659,0,3,0,0
7450,,0,158,754,4659,0,1,0,0
9092,,0,195,754,4659,0,2,0,0
9488,,0,204,754,4659,0,3,0,0
9779,,0,209,754,4659,0,1,0,0
10219,,0,218,754,4659,0,2,0,0
12091,,0,259,754,4659,0,3,0,0
12353,,0,266,754,4659,0,1,0,0
12652,,0,273,754,4659,0,2,0,0
12924,,0,280,754,4659,0,3,0,0
13732,,0,296,754,4659,0,1,0,0
2130,,0,41,755,4659,0,2,0,0
3568,,0,73,755,4659,0,3,0,0
3613,,0,74,755,4659,0,1,0,0
4523,,0,94,755,4659,0,2,0,0
7872,,0,167,755,4659,0,3,0,0
9729,,0,208,755,4659,0,1,0,0
9875,,0,211,755,4659,0,2,0,0
9917,,0,212,755,4659,0,3,0,0
12322,,0,265,755,4659,0,1,0,0
12397,,0,267,755,4659,0,2,0,0
13975,,0,301,755,4659,0,3,0,0
14009,,0,302,755,4659,0,1,0,0
1025,,0,16,758,4659,0,2,0,0
3892,,0,81,758,4659,0,3,0,0
4481,,0,93,758,4659,0,1,0,0
5626,,0,120,758,4659,0,2,0,0
6162,,0,131,758,4659,0,3,0,0
6307,,0,134,758,4659,0,1,0,0
7781,,0,165,758,4659,0,2,0,0
7825,,0,166,758,4659,0,3,0,0
7978,,0,169,758,4659,0,1,0,0
9168,,0,197,758,4659,0,2,0,0
10011,,0,214,758,4659,0,3,0,0
11145,,0,240,758,4659,0,1,0,0
1067,,0,17,759,4659,0,2,0,0
2081,,0,40,759,4659,0,3,0,0
3020,,0,59,759,4659,0,1,0,0
3468,,0,71,759,4659,0,2,0,0
5506,,0,117,759,4659,0,3,0,0
5976,,0,127,759,4659,0,1,0,0
6020,,0,128,759,4659,0,2,0,0
8118,,0,172,759,4659,0,3,0,0
10699,,0,230,759,4659,0,1,0,0
10798,,0,232,759,4659,0,2,0,0
10890,,0,234,759,4659,0,3,0,0
11446,,0,246,759,4659,0,1,0,0
11735,,0,252,759,4659,0,2,0,0
13677,,0,295,759,4659,0,3,0,0
13787,,0,297,759,4659,0,1,0,0
14458,,0,313,759,4659,0,2,0,0
27,,0,0,760,4659,0,3,0,0
1272,,0,21,760,4659,0,1,0,0
1833,,0,34,760,4659,0,2,0,0
2475,,0,48,760,4659,0,3,0,0
2859,,0,56,760,4659,0,1,0,0
3519,,0,72,760,4659,0,2,0,0
3683,,0,76,760,4659,0,3,0,0
3721,,0,77,760,4659,0,1,0,0
4386,,0,91,760,4659,0,2,0,0
4896,,0,102,760,4659,0,3,0,0
6794,,0,142,760,4659,0,1,0,0
7082,,0,150,760,4659,0,2,0,0
8860,,0,190,760,4659,0,3,0,0
8951,,0,192,760,4659,0,1,0,0
10070,,0,215,760,4659,0,2,0,0
12253,,0,263,760,4659,0,3,0,0
12731,,0,275,760,4659,0,1,0,0
13021,,0,282,760,4659,0,2,0,0
268,,0,4,761,4659,0,3,0,0
360,,0,5,761,4659,0,1,0,0
1377,,0,24,761,4659,0,2,0,0
5834,,0,124,761,4659,0,3,0,0
5877,,0,125,761,4659,0,1,0,0
6498,,0,137,761,4659,0,2,0,0
7637,,0,162,761,4659,0,3,0,0
7684,,0,163,761,4659,0,1,0,0
9585,,0,205,761,4659,0,2,0,0
9685,,0,207,761,4659,0,3,0,0
10746,,0,231,761,4659,0,1,0,0
12551,,0,271,761,4659,0,2,0,0
12593,,0,272,761,4659,0,3,0,0
13321,,0,288,761,4659,0,1,0,0
13423,,0,290,761,4659,0,2,0,0
13519,,0,292,761,4659,0,3,0,0
121,,0,1,762,4659,0,1,0,0
1117,,0,18,762,4659,0,2,0,0
2809,,0,55,762,4659,0,3,0,0
4730,,0,98,762,4659,0,1,0,0
4862,,0,101,762,4659,0,2,0,0
7585,,0,161,762,4659,0,3,0,0
10657,,0,229,762,4659,0,1,0,0
10928,,0,235,762,4659,0,2,0,0
11060,,0,238,762,4659,0,3,0,0
1408,,0,25,763,4659,0,1,0,0
2278,,0,44,763,4659,0,2,0,0
4431,,0,92,763,4659,0,3,0,0
4940,,0,103,763,4659,0,1,0,0
5587,,0,119,763,4659,0,2,0,0
7535,,0,160,763,4659,0,3,0,0
12210,,0,262,763,4659,0,1,0,0
12462,,0,269,763,4659,0,2,0,0
13217,,0,286,763,4659,0,3,0,0
14625,,0,317,763,4659,0,1,0,0
101270,,0,1026,1155,4659,0,2,0,0
101852,,0,1039,1155,4659,0,3,0,0
102591,,0,1055,1155,4659,0,1,0,0
102632,,0,1056,1155,4659,0,2,0,0
103179,,0,1068,1156,4659,0,3,0,0
101808,,0,1038,1157,4659,0,1,0,0
102142,,0,1045,1157,4659,0,2,0,0
108138,,0,1176,1157,4659,0,3,0,0
108516,,0,1185,1157,4659,0,1,0,0
101353,,0,1028,1158,4659,0,2,0,0
103218,,0,1069,1158,4659,0,3,0,0
105419,,0,1115,1158,4659,0,1,0,0
105588,,0,1119,1158,4659,0,2,0,0
106179,,0,1133,1158,4659,0,3,0,0
