ID,Name,unknown_0,patternId,attachId,smallBaseMapId,mapIndex,variationId,unknown_0x12,modifier
29,,0,0,750,4655,0,1,0,0
2174,,0,42,750,4655,0,2,0,0
3061,,0,60,750,4655,0,1,0,0
3889,,0,81,750,4655,0,3,0,0
4829,,0,100,750,4655,0,1,0,0
4864,,0,101,750,4655,0,4,0,0
5334,,0,113,750,4655,0,1,0,0
6019,,0,128,750,4655,0,2,0,0
6066,,0,129,750,4655,0,1,0,0
6113,,0,130,750,4655,0,3,0,0
7229,,0,153,750,4655,0,1,0,0
8538,,0,181,750,4655,0,4,0,0
11492,,0,247,750,4655,0,1,0,0
13676,,0,295,750,4655,0,2,0,0
14051,,0,303,750,4655,0,1,0,0
170,,0,2,753,4655,0,3,0,0
1024,,0,16,753,4655,0,1,0,0
1165,,0,19,753,4655,0,4,0,0
1510,,0,28,753,4655,0,1,0,0
2039,,0,39,753,4655,0,2,0,0
3463,,0,71,753,4655,0,1,0,0
4387,,0,91,753,4655,0,3,0,0
6163,,0,131,753,4655,0,1,0,0
6904,,0,145,753,4655,0,4,0,0
7351,,0,156,753,4655,0,1,0,0
8907,,0,191,753,4655,0,2,0,0
9240,,0,199,753,4655,0,1,0,0
10559,,0,227,753,4655,0,3,0,0
11251,,0,242,753,4655,0,1,0,0
11541,,0,248,753,4655,0,4,0,0
13212,,0,286,753,4655,0,1,0,0
926,,0,14,754,4655,0,2,0,0
3379,,0,69,754,4655,0,1,0,0
7731,,0,164,754,4655,0,3,0,0
8998,,0,193,754,4655,0,1,0,0
9126,,0,196,754,4655,0,4,0,0
9919,,0,212,754,4655,0,1,0,0
11027,,0,237,754,4655,0,2,0,0
11840,,0,254,754,4655,0,1,0,0
12550,,0,271,754,4655,0,3,0,0
13112,,0,284,754,4655,0,1,0,0
14660,,0,318,754,4655,0,4,0,0
267,,0,4,755,4655,0,1,0,0
4432,,0,92,755,4655,0,2,0,0
6444,,0,136,755,4655,0,1,0,0
7137,,0,151,755,4655,0,3,0,0
10847,,0,233,755,4655,0,1,0,0
13261,,0,287,755,4655,0,4,0,0
13516,,0,292,755,4655,0,1,0,0
13831,,0,298,755,4655,0,2,0,0
13930,,0,300,755,4655,0,1,0,0
504,,0,7,758,4655,0,3,0,0
878,,0,13,758,4655,0,1,0,0
978,,0,15,758,4655,0,4,0,0
1120,,0,18,758,4655,0,1,0,0
5973,,0,127,758,4655,0,2,0,0
7494,,0,159,758,4655,0,1,0,0
7919,,0,168,758,4655,0,3,0,0
11205,,0,241,758,4655,0,1,0,0
13425,,0,290,758,4655,0,4,0,0
14309,,0,310,758,4655,0,1,0,0
14584,,0,316,758,4655,0,2,0,0
694,,0,10,759,4655,0,1,0,0
2964,,0,58,759,4655,0,3,0,0
3936,,0,82,759,4655,0,1,0,0
3994,,0,83,759,4655,0,4,0,0
4143,,0,86,759,4655,0,1,0,0
5470,,0,116,759,4655,0,2,0,0
8020,,0,170,759,4655,0,1,0,0
8218,,0,174,759,4655,0,3,0,0
9280,,0,200,759,4655,0,1,0,0
9484,,0,204,759,4655,0,4,0,0
11062,,0,238,759,4655,0,1,0,0
12090,,0,259,759,4655,0,2,0,0
12698,,0,274,759,4655,0,1,0,0
12926,,0,280,759,4655,0,3,0,0
14512,,0,314,759,4655,0,1,0,0
14697,,0,319,759,4655,0,4,0,0
456,,0,6,760,4655,0,1,0,0
124,,0,1,760,4655,0,2,0,0
2712,,0,53,760,4655,0,1,0,0
2763,,0,54,760,4655,0,3,0,0
4579,,0,95,760,4655,0,1,0,0
7782,,0,165,760,4655,0,4,0,0
9045,,0,194,760,4655,0,1,0,0
9170,,0,197,760,4655,0,2,0,0
10697,,0,230,760,4655,0,1,0,0
10889,,0,234,760,4655,0,3,0,0
